EVICTED,PK_ID,GENDER,OWN_CAR,TENANT_INCOME,COUNT_CHILDREN,RENT_AMT,SPOUSAL_STATUS,AGE_YEARS,CELL_PHONE,WORK_PHONE,HOME_PHONE,COUNT_OCCUPANTS,APT_CLASS,STATE_WORK_ADDRESS_MISMATCH,CITY_WORK_ADDRESS_MISMATCH,CREDIT_PULLS,LATE_PAYMENTS,DAY_APP_SUBMIT,HOUR_APP_SUBMIT,SAFERENT_SCORE,SAFERENT_CONDITIONAL
,448846,F,N,112500,1,1434,Y,55.4,1,0,0,,A,0,0,,3,FRIDAY,13,406,0
,448849,F,N,126000,1,1621,Y,35.9,1,1,0,,A,0,0,2,0,SUNDAY,9,341,1
,448858,F,N,270000,0,1344,Y,59.2,1,0,0,,B,0,0,3,0,SUNDAY,9,373,0
,448861,F,N,90000,0,1460.84,Y,57.8,1,0,0,,A,0,0,4,0,MONDAY,11,359,1
,448862,M,Y,112500,1,1665,Y,24.1,1,1,0,,B,0,0,0,0,WEDNESDAY,7,244,1
,448865,F,N,90000,0,1395,Y,47.2,1,1,0,,B,0,0,1,0,THURSDAY,11,394,1
,448869,M,Y,270000,1,1678,N,41.5,1,1,0,2,A,1,0,1,3,TUESDAY,18,662,0
,448875,F,N,180000,0,1427,Y,61.7,1,0,0,2,A,0,0,8,0,TUESDAY,16,591,0
,448877,F,N,90000,0,1573,Y,49.2,1,1,0,,A,0,0,3,2,TUESDAY,14,546,0
,448879,F,N,126000,1,1779,Y,41.7,1,1,0,,A,0,0,2,1,FRIDAY,14,382,1
,448888,M,Y,157500,0,2017,Y,56.6,1,1,0,,B,0,1,3,0,MONDAY,5,744,0
,448890,M,Y,382500,0,1847,Y,53.8,1,1,0,,A,0,1,4,1,THURSDAY,15,651,0
,448891,M,N,306000,0,2094,N,26.3,1,1,1,,A,0,1,3,0,WEDNESDAY,13,711,0
,448893,F,N,112500,0,1404,N,27.3,1,1,0,,A,0,0,,0,MONDAY,11,461,0
,448894,F,N,90000,0,1597,Y,51,1,1,0,2,A,0,0,1,1,SUNDAY,16,525,0
,448898,F,Y,270000,2,1999,Y,34.4,1,1,1,,A,0,0,5,1,SUNDAY,15,739,0
,448900,F,N,225000,0,1434,Y,56.6,1,0,0,,A,0,0,5,12,WEDNESDAY,9,550,0
,448901,F,Y,157500,0,1336,N,66.3,1,0,0,,A,0,0,6,0,TUESDAY,17,686,0
,448904,F,N,87750,1,1437,Y,45.3,1,1,0,3,A,0,0,2,0,MONDAY,15,642,0
,448905,F,N,144000,0,1356,N,59.2,1,0,0,,A,0,0,1,0,TUESDAY,10,764,0
,448908,M,Y,252000,0,1342,Y,36.4,1,1,0,2,A,1,0,0,5,THURSDAY,12,736,0
,448910,F,N,67500,0,1379,Y,63.2,1,0,0,,B,0,0,2,0,TUESDAY,12,,
,448912,F,Y,135000,1,1776,Y,41.6,1,1,0,,A,0,0,0,0,FRIDAY,14,696,0
,448913,F,N,81000,0,1390,Y,29.2,1,1,0,,A,0,1,,0,TUESDAY,17,346,1
,448914,F,N,112500,0,1292,Y,47.1,1,1,0,,A,0,0,3,1,SATURDAY,17,481,0
,448918,M,Y,76500,1,504,Y,33.1,1,1,0,,A,0,0,,0,TUESDAY,10,639,0
,448923,M,Y,112500,0,1475,Y,23.2,1,1,0,,A,0,0,2,0,WEDNESDAY,11,519,0
,448924,F,N,67500,2,1215,Y,33.7,1,1,1,,B,0,0,0,0,TUESDAY,15,661,0
,448926,M,N,202500,1,1650,Y,37.5,1,1,0,,A,0,0,,12,MONDAY,10,636,0
,448927,F,N,49500,1,1395,Y,37.8,1,1,0,,A,0,0,5,0,FRIDAY,12,655,0
,448928,F,N,67500,0,1549,Y,47,1,1,0,,A,0,0,,3,TUESDAY,19,524,0
,448933,F,Y,112500,0,1549,Y,43.9,1,1,0,,A,0,1,1,0,SATURDAY,13,334,1
,448941,F,N,112500,1,1348,Y,29.4,1,1,0,,A,0,0,0,0,THURSDAY,15,696,0
,448945,F,N,180000,0,1444,Y,47.8,1,1,0,2,A,0,1,1,0,FRIDAY,7,680,0
,448946,F,N,166500,0,1422,N,60.6,1,0,0,1,A,0,0,4,0,MONDAY,11,625,0
,448947,F,N,135000,0,2047,N,38.6,1,1,0,1,A,0,0,2,1,THURSDAY,16,386,0
,448950,M,N,225000,2,1920,N,38.7,1,1,0,,B,0,1,5,0,TUESDAY,9,559,0
,448955,F,Y,99000,0,1567,Y,50.5,1,1,0,,A,0,0,2,0,MONDAY,11,445,0
,448956,M,Y,360000,0,1639,N,54.6,1,1,0,1,A,0,1,8,1,FRIDAY,12,497,0
,448959,F,N,67500,0,1498,Y,53.9,1,1,0,2,A,0,0,1,11,THURSDAY,8,496,0
,448963,F,N,180000,0,1840,Y,59.9,1,0,0,2,A,0,0,5,0,WEDNESDAY,14,670,0
,448971,M,Y,225000,0,2405,Y,53.4,1,1,0,2,A,0,0,,0,SATURDAY,10,712,0
,448972,M,Y,225000,0,1944,Y,60.9,1,0,0,2,A,0,0,7,0,TUESDAY,15,354,1
,448975,F,N,292500,0,1647,Y,52.7,1,1,1,2,B,0,1,2,11,THURSDAY,11,586,0
,448979,M,Y,135000,1,1550,Y,30.3,1,1,0,,A,1,1,1,0,WEDNESDAY,14,771,0
,448981,F,Y,112500,3,1374,Y,39.6,1,1,0,5,A,0,0,7,0,FRIDAY,16,510,0
,448983,F,N,90000,2,1997,Y,42.1,1,1,0,4,A,0,0,2,7,WEDNESDAY,15,520,0
,448987,M,Y,315000,1,1913,Y,39.1,1,1,0,,A,0,1,5,0,WEDNESDAY,15,731,0
,448989,F,N,83250,0,1118,Y,59.9,1,1,1,2,A,0,0,1,7,MONDAY,12,705,0
,448990,M,Y,450000,0,2168,Y,61.5,1,1,0,,A,0,0,2,0,WEDNESDAY,12,716,0
,448991,F,N,202500,0,1582,N,64.5,1,0,0,,B,0,0,0,0,WEDNESDAY,8,580,0
,448997,F,Y,157500,0,2110,Y,49.8,1,1,1,,A,0,1,1,0,WEDNESDAY,14,559,0
,449001,F,N,193500,0,1815,Y,59.4,1,0,0,,A,0,0,1,0,SATURDAY,12,712,0
,449005,F,N,135000,0,1394.2,N,51.9,1,1,0,,A,0,0,0,0,TUESDAY,8,426,0
,449008,M,Y,171000,0,2316,Y,52.1,1,0,0,2,B,0,0,0,0,SUNDAY,6,397,0
,449012,F,N,135000,0,1374,N,55.8,1,0,0,,A,0,0,,0,TUESDAY,11,499,0
,449013,F,N,202500,1,1520,Y,34.1,1,1,1,,A,0,0,4,0,THURSDAY,8,647,0
,449016,M,Y,135000,1,1696,Y,32.6,1,1,0,3,A,0,0,3,0,SATURDAY,13,714,0
,449017,M,N,135000,1,1622,N,35,1,1,1,,A,0,1,7,0,SUNDAY,20,656,0
,449019,F,Y,225000,1,1494,Y,31.4,1,1,0,,A,0,0,1,1,MONDAY,8,643,0
,449022,M,N,202500,0,1636,N,24,1,1,1,,A,0,1,1,0,MONDAY,14,439,0
,449024,M,N,45000,0,959,Y,62.7,1,0,0,,A,0,0,,0,THURSDAY,16,337,1
,449027,F,N,360000,2,2137,Y,34.3,1,1,0,4,A,0,0,1,5,SUNDAY,21,525,0
,449036,M,Y,180000,1,1749,Y,33.1,1,1,0,3,B,0,0,3,1,THURSDAY,11,370,1
,449037,F,N,157500,0,1562,N,36.9,1,1,1,1,B,0,0,0,0,FRIDAY,13,495,0
,449050,F,N,78750,0,1327,N,63.8,1,0,0,,A,0,0,0,0,MONDAY,12,466,0
,449056,M,N,270000,0,1749,Y,39,1,1,0,,A,0,1,1,7,WEDNESDAY,15,632,0
,449057,M,Y,301500,0,1844,Y,49.5,1,1,0,2,A,1,0,3,2,SATURDAY,14,680,0
,449059,F,N,270000,0,1645,Y,26.9,1,1,0,,A,0,0,1,9,SATURDAY,8,630,0
,449064,F,N,247500,0,1590,N,50,1,1,0,1,A,0,0,1,4,TUESDAY,11,680,0
,449086,M,N,36000,0,998,N,63.5,1,0,0,1,A,0,0,2,0,FRIDAY,12,498,0
,449088,F,N,67500,0,1440,Y,62.3,1,0,0,,A,0,0,2,0,FRIDAY,14,389,0
,449090,F,N,135000,0,1545,Y,47.7,1,1,0,,A,0,0,2,0,SATURDAY,11,707,0
,449092,F,N,238500,0,2095,Y,49.9,1,1,0,2,A,0,0,6,1,THURSDAY,15,575,0
,449093,F,Y,225000,0,1749,Y,30.5,1,1,0,2,A,0,0,1,0,THURSDAY,4,477,0
,449094,F,N,81000,2,1486,Y,39.3,1,1,0,4,B,0,0,4,0,SATURDAY,8,459,0
,449096,M,N,105000,1,1727,Y,39.2,1,1,0,,A,0,1,5,10,MONDAY,15,514,0
,449109,F,N,180000,2,1843.74,Y,44.5,1,1,0,,A,0,0,1,0,THURSDAY,16,580,0
,449111,M,N,135000,2,1926,Y,41.6,1,1,0,,A,0,0,3,3,TUESDAY,3,365,0
,449115,M,Y,270000,0,2314,Y,50.7,1,1,0,,B,1,1,3,0,FRIDAY,9,552,0
,449118,M,Y,135000,0,1643,N,29.3,1,1,0,1,B,0,0,4,0,THURSDAY,7,373,0
,449121,M,Y,315000,2,2036,Y,35.1,1,1,0,,A,0,1,2,0,WEDNESDAY,18,504,0
,449127,F,N,166500,0,1517,Y,56.3,1,0,0,,A,0,0,1,0,TUESDAY,19,434,0
,449130,F,N,112500,1,1376,Y,27.7,1,1,0,,B,0,0,0,0,FRIDAY,7,339,0
,449132,F,N,103500,0,1849,N,64.5,1,0,0,,A,0,0,0,0,THURSDAY,17,655,0
,449135,M,Y,247500,0,1965,Y,27,1,1,0,2,B,0,1,4,1,FRIDAY,7,674,0
,449142,M,Y,112500,2,1346,Y,38.4,1,1,0,4,B,0,0,4,0,FRIDAY,11,645,0
,449143,F,Y,315000,0,1692,Y,40.5,1,1,0,,A,0,0,,0,THURSDAY,14,469,0
,449144,M,N,157500,2,1603,Y,34.6,1,1,1,4,A,0,0,3,1,THURSDAY,10,240,1
,449145,F,Y,157500,0,1395,N,51.6,1,1,0,1,A,0,0,1,0,FRIDAY,10,616,0
,449150,M,N,90000,0,1517,Y,59.8,1,1,0,,A,0,0,1,5,SATURDAY,11,725,0
,449152,F,N,112500,0,1365,N,53.7,1,1,1,,A,0,0,2,0,WEDNESDAY,10,581,0
,449157,M,N,120000,0,1437,Y,34.1,1,1,1,2,A,0,1,2,12,THURSDAY,6,309,1
,449164,F,N,90000,0,1259,N,39.8,1,1,0,1,A,0,0,1,0,MONDAY,12,350,0
,449168,M,Y,180000,0,1546,Y,45.5,1,1,0,2,A,0,0,3,0,THURSDAY,16,563,0
,449171,M,Y,135000,0,1629,Y,28,1,1,0,2,B,0,0,4,3,WEDNESDAY,6,619,0
,449175,F,N,225000,0,1590,N,44,1,1,0,,A,0,0,0,0,MONDAY,16,692,0
,449185,F,Y,202500,0,1534,Y,43.6,1,1,0,,A,0,1,3,0,THURSDAY,14,418,0
,449191,F,N,166500,1,1544,Y,31.8,1,1,0,3,A,0,0,0,0,SATURDAY,12,645,0
,449192,F,N,157500,0,2070,N,58.2,1,0,0,,A,0,0,1,0,MONDAY,12,549,0
,449195,F,N,90000,0,494,Y,67.6,1,0,0,,A,0,0,1,1,FRIDAY,12,674,0
,449197,M,Y,112500,2,1578,Y,30.5,1,1,0,,A,0,0,1,0,MONDAY,10,399,0
,449202,M,N,450000,0,2498,Y,50.4,1,1,0,2,A,0,0,2,0,WEDNESDAY,16,630,0
,449208,M,Y,315000,0,1757.4,Y,44.2,1,1,1,,A,1,1,2,0,THURSDAY,16,642,0
,449209,F,Y,135000,1,1498.2,Y,44.3,1,1,0,3,A,0,0,4,0,THURSDAY,16,667,0
,449211,F,N,144000,0,1415,Y,62.4,1,0,0,,B,0,0,1,2,MONDAY,11,652,0
,449217,M,N,121500,2,1197,Y,28.7,1,1,1,,A,1,1,4,1,WEDNESDAY,9,529,0
,449218,M,N,270000,0,1838,Y,54.2,1,1,0,,A,0,0,3,0,FRIDAY,11,681,0
,449220,F,N,54000,0,1355.4,N,67.7,1,0,0,1,A,0,0,0,0,TUESDAY,13,704,0
,449223,F,N,45000,0,1262,Y,54,1,0,0,,B,0,0,,0,WEDNESDAY,9,620,0
,449225,F,N,67500,0,1139,Y,53.6,1,1,0,,A,0,0,4,1,FRIDAY,10,384,1
,449226,F,N,137250,0,539,N,23,1,1,1,,A,0,0,,1,FRIDAY,16,434,0
,449231,F,N,90000,2,1296,Y,30,1,1,1,4,B,0,1,5,0,MONDAY,16,268,1
,449238,F,Y,135000,0,1527,N,68,1,0,0,1,A,0,0,3,0,WEDNESDAY,9,489,0
,449239,F,N,157500,1,2069,Y,44.1,1,1,0,3,A,0,0,1,2,MONDAY,12,780,0
,449243,M,Y,180000,0,1633,Y,51.3,1,1,1,,A,0,0,2,0,WEDNESDAY,16,701,0
,449244,F,N,72000,0,1481,N,59.4,1,0,0,,A,0,0,0,0,MONDAY,15,659,0
,449248,M,Y,135000,1,1478,Y,29.8,1,1,0,,A,0,0,9,3,TUESDAY,9,410,0
,449249,F,Y,405000,0,1874,Y,33.5,1,1,1,,A,0,1,2,0,SATURDAY,13,708,0
,449252,M,N,105000,0,1833,Y,50.8,1,1,0,,A,0,1,5,9,WEDNESDAY,12,662,0
,449258,M,Y,90000,0,1619,Y,57.9,1,1,0,,A,0,0,3,0,FRIDAY,9,376,1
,449259,F,N,67500,0,1464,Y,48.5,1,1,0,2,A,0,0,1,0,SATURDAY,11,550,0
,449269,F,N,207000,0,1638,Y,64.5,1,0,0,2,A,0,0,0,0,SATURDAY,12,650,0
,449271,F,N,171000,1,1377,Y,41.6,1,1,0,,B,0,1,0,5,SATURDAY,14,411,0
,449272,M,N,112500,1,1411,Y,56.1,1,0,0,3,A,0,0,1,0,WEDNESDAY,8,638,0
,449286,F,N,135000,1,1706,Y,35.2,1,1,0,,A,0,0,3,0,WEDNESDAY,14,644,0
,449290,M,N,180000,0,1706,N,25.5,1,1,0,,A,0,0,,0,MONDAY,11,695,0
,449292,F,N,207000,0,1622,Y,29.2,1,1,1,,A,0,0,1,0,THURSDAY,16,677,0
,449295,M,Y,315000,0,1890,Y,59.5,1,1,0,,A,0,0,2,0,FRIDAY,12,463,0
,449299,F,N,90000,1,1487,Y,27,1,1,0,,B,1,1,0,0,MONDAY,7,383,0
,449300,F,N,135000,0,1407,Y,48.1,1,1,0,,A,0,0,8,0,SUNDAY,11,538,0
,449306,F,Y,157500,2,2055,Y,35.2,1,1,0,4,A,0,1,7,0,WEDNESDAY,10,527,0
,449312,M,Y,157500,0,1560,Y,49.6,1,1,0,,A,0,1,1,1,FRIDAY,12,548,0
,449316,F,N,112500,3,1496,Y,41,1,1,0,5,A,0,0,,7,MONDAY,9,620,0
,449317,F,N,90000,0,1769,Y,61.1,1,0,0,2,A,0,0,7,2,FRIDAY,11,388,0
,449321,F,N,157500,0,1617,Y,60.4,1,0,0,,A,0,0,3,0,WEDNESDAY,11,628,0
,449325,M,N,202500,1,1729,Y,30.7,1,1,0,3,A,0,0,6,2,SUNDAY,7,737,0
,449327,M,Y,360000,0,1748,Y,57.3,1,1,0,,A,0,1,0,0,TUESDAY,17,705,0
,449329,M,Y,315000,0,2281,Y,53.7,1,0,0,,A,0,0,,0,MONDAY,13,571,0
,449331,F,N,60000,0,1681,N,54.2,1,1,0,,A,0,0,3,5,THURSDAY,8,388,0
,449344,M,Y,157500,1,1509,Y,27.1,1,1,1,3,A,1,1,,0,FRIDAY,12,779,0
,449346,F,N,135000,1,1633,Y,47.2,1,1,0,,A,0,0,2,1,MONDAY,18,349,0
,449349,F,N,135000,1,1440,Y,35.2,1,1,0,,B,0,0,0,2,THURSDAY,8,582,0
,449351,F,N,60000,0,1994,Y,44.9,1,1,0,,B,0,0,,10,TUESDAY,5,346,0
,449353,F,Y,135000,0,1739,Y,48.2,1,1,1,,A,0,0,,0,SATURDAY,12,711,0
,449354,F,N,157500,0,1695,Y,63.8,1,1,0,,A,0,0,4,1,SATURDAY,13,340,1
,449356,M,Y,382500,0,1880,N,23.7,1,1,0,,A,1,0,0,0,THURSDAY,11,689,0
,449359,F,N,112500,0,1294,N,53.7,1,1,0,,A,0,0,5,0,FRIDAY,12,340,0
,449360,M,N,225000,1,1687,Y,43.6,1,1,0,,A,0,0,1,5,MONDAY,11,660,0
,449365,F,Y,157500,1,1660,Y,35.8,1,1,0,,A,0,0,,0,THURSDAY,13,627,0
,449366,M,Y,337500,1,1796,Y,41.1,1,1,0,,A,0,0,2,0,MONDAY,4,643,0
,449369,M,Y,270000,1,1822,N,32.1,1,1,0,,A,1,1,3,0,WEDNESDAY,12,732,0
,449373,F,N,225000,1,1805,N,49.6,1,1,0,2,A,0,0,1,1,FRIDAY,18,685,0
,449376,F,N,81000,0,1467,Y,49.6,1,1,0,,A,0,0,0,5,THURSDAY,15,506,0
,449378,M,Y,247500,1,1664,Y,43.2,1,1,0,,B,0,0,1,0,FRIDAY,7,306,1
,449379,F,N,135000,0,1697,N,43.1,1,1,0,,A,0,0,4,0,MONDAY,10,651,0
,449380,F,N,247500,0,1834,N,52.4,1,1,0,,A,0,0,3,6,MONDAY,18,692,0
,449381,F,N,166500,0,1316,N,24.8,1,1,1,1,A,0,0,4,0,WEDNESDAY,17,582,0
,449383,F,N,90000,2,1449.26,Y,28.8,1,1,0,,A,0,1,0,11,FRIDAY,13,536,0
,449384,M,N,81000,0,1546,Y,62.5,1,0,0,2,A,0,0,0,0,TUESDAY,9,401,1
,449385,M,N,202500,0,1842,Y,37,1,1,1,,A,1,1,,2,MONDAY,13,458,0
,449390,F,N,315000,2,1949,Y,39.9,1,1,0,4,A,0,0,3,0,THURSDAY,9,637,0
,449394,M,N,112500,0,1211,N,25.4,1,1,0,,A,0,0,2,0,WEDNESDAY,16,711,0
,449398,F,N,99000,0,1512,Y,52.8,1,1,1,2,A,0,0,0,0,SUNDAY,7,640,0
,449401,M,N,90000,0,1585,Y,58.9,1,0,0,2,A,0,0,,0,MONDAY,14,604,0
,449402,F,N,198000,0,1441,N,67.6,1,1,0,,A,0,0,1,0,SATURDAY,10,612,0
,449406,F,Y,157500,1,2079.6,Y,54.4,1,1,0,,A,0,0,1,4,WEDNESDAY,9,478,0
,449407,F,N,225000,0,1867,Y,41.7,1,1,0,,A,0,1,3,1,MONDAY,14,361,1
,449410,F,Y,90000,0,1610,Y,49.9,1,1,1,2,A,0,1,4,0,FRIDAY,12,627,0
,449411,M,N,180000,0,1757,Y,51.2,1,1,1,,A,0,0,6,0,MONDAY,18,695,0
,449413,F,N,225000,0,2250,Y,50.6,1,1,1,,A,0,0,,8,TUESDAY,13,710,0
,449418,F,N,135000,0,1751,Y,56.1,1,1,0,,A,0,0,2,0,THURSDAY,12,579,0
,449421,M,Y,270000,0,1622,Y,29.8,1,1,0,2,A,1,1,8,0,FRIDAY,9,719,0
,449422,M,Y,180000,1,1811,Y,38.1,1,1,0,,A,0,0,10,1,TUESDAY,15,654,0
,449423,F,N,108000,0,997,N,47.3,1,1,1,1,A,0,1,,0,SUNDAY,13,448,0
,449428,F,N,112500,0,1349,Y,25,1,1,0,2,A,0,0,1,0,WEDNESDAY,17,539,0
,449430,M,Y,540000,0,3523,N,42.1,1,1,1,,B,0,0,1,0,WEDNESDAY,10,601,0
,449434,F,Y,405000,1,1465,Y,46,1,1,0,,A,0,0,18,0,MONDAY,10,578,0
,449440,F,N,135000,1,1555,Y,45,1,1,0,3,A,0,0,3,4,FRIDAY,10,413,0
,449450,F,N,135000,0,2054,N,49.8,1,1,0,,A,0,0,,11,MONDAY,17,426,0
,449452,F,N,148500,0,1887,Y,56.2,1,1,1,2,A,0,1,1,2,THURSDAY,12,686,0
,449454,F,Y,135000,0,1408,N,25.6,1,1,0,,A,0,0,1,0,FRIDAY,9,517,0
,449458,F,N,225000,0,2110,Y,50.7,1,1,0,2,A,0,0,10,2,THURSDAY,15,731,0
,449459,M,N,112500,0,1517,Y,31.5,1,1,0,2,A,0,1,,0,FRIDAY,9,544,0
,449463,M,N,157500,0,1365,Y,35.5,1,1,0,,A,0,1,0,0,TUESDAY,19,733,0
,449464,F,N,135000,1,1365,Y,34.3,1,1,0,,B,0,0,0,0,WEDNESDAY,11,689,0
,449467,F,N,76500,0,2145,Y,54.3,1,1,1,,A,0,1,2,7,SUNDAY,17,376,0
,449472,M,Y,202500,0,1609,N,59.5,1,1,0,,A,1,1,2,0,TUESDAY,20,735,0
,449474,F,N,157500,0,1395,N,24.4,1,1,0,1,A,0,0,3,1,TUESDAY,13,508,0
,449488,F,N,225000,2,1790,N,28.2,1,1,0,,A,0,0,0,0,MONDAY,12,729,0
,449490,F,N,67500,0,1369,Y,58,1,1,1,,A,0,1,,0,THURSDAY,8,568,0
,449497,M,N,157500,0,1622,Y,52.1,1,1,0,2,A,0,0,,1,TUESDAY,13,541,0
,449505,M,Y,135000,1,1481,Y,44.5,1,1,0,,A,0,0,4,0,MONDAY,12,567,0
,449509,M,N,103500,3,1605,Y,41.3,1,1,1,5,A,0,0,0,0,THURSDAY,14,587,0
,449518,F,N,135000,0,1572,Y,54.5,1,1,0,2,A,0,0,,2,TUESDAY,13,562,0
,449523,F,N,112500,0,1497,N,51.2,1,0,0,,A,0,0,5,0,TUESDAY,11,410,0
,449528,F,N,225000,0,2222,Y,60,1,1,0,,A,0,0,1,0,TUESDAY,13,689,0
,449529,F,N,90000,0,1345,N,60.2,1,0,0,,A,0,0,3,0,WEDNESDAY,13,616,0
,449536,F,Y,427500,1,4019,Y,38.2,1,1,0,,A,0,1,,0,WEDNESDAY,17,696,0
,449537,F,N,112500,0,1557,Y,35.5,1,1,1,2,A,0,0,0,0,SUNDAY,11,292,0
,449550,F,Y,157500,0,1448,Y,44.2,1,1,0,,A,0,0,2,1,FRIDAY,18,284,1
,449552,F,N,112500,1,494,Y,35,1,1,0,,A,0,0,2,0,MONDAY,15,617,0
,449557,M,N,225000,0,1912.83,Y,44.8,1,1,1,,A,0,0,1,0,FRIDAY,12,696,0
,449560,F,N,222750,1,1924,N,43.1,1,1,0,2,A,0,0,6,0,SATURDAY,8,536,0
,449563,F,N,157500,0,1656,N,47,1,1,0,,A,0,0,2,0,TUESDAY,17,566,0
,449564,M,Y,270000,0,1706,N,36.7,1,1,1,1,A,0,0,1,0,THURSDAY,15,619,0
,449565,F,N,67500,0,1292,Y,54.3,1,0,0,2,A,0,0,3,0,THURSDAY,10,510,0
,449567,F,N,99000,0,1920,Y,33.6,1,1,1,,A,0,1,1,3,WEDNESDAY,14,683,0
,449571,M,Y,189000,1,1869,Y,40.9,1,1,0,,A,0,0,0,0,TUESDAY,16,469,0
,449572,F,N,112500,0,1687,N,62.2,1,0,0,1,A,0,0,3,3,THURSDAY,12,662,0
,449595,M,N,135000,0,1530,Y,38.7,1,1,0,2,A,0,1,2,0,SUNDAY,11,763,0
,449596,F,Y,112500,1,1650,Y,39.7,1,1,1,3,B,0,0,3,0,THURSDAY,10,479,0
,449597,F,Y,180000,1,2247,Y,39.2,1,1,1,3,A,0,0,3,8,TUESDAY,12,605,0
,449600,F,Y,117000,0,2055,Y,62.4,1,0,0,2,B,0,0,,0,MONDAY,9,488,0
,449602,M,Y,225000,0,1862,Y,60.1,1,1,1,,A,0,0,0,0,FRIDAY,13,677,0
,449603,F,N,112500,2,1924,Y,43.4,1,1,1,,A,0,0,0,0,THURSDAY,11,379,1
,449605,F,N,157500,1,1569,Y,43.7,1,0,0,,A,0,0,2,1,WEDNESDAY,8,346,0
,449609,F,Y,112500,0,1426,Y,53.1,1,1,0,,B,0,0,3,0,WEDNESDAY,18,524,0
,449613,M,Y,90000,1,1259,Y,30.5,1,1,0,,A,0,1,0,9,THURSDAY,17,698,0
,449619,F,N,135000,2,1614,Y,32.4,1,1,1,,B,0,0,1,0,THURSDAY,11,459,0
,449621,M,N,171000,0,1498,Y,57.4,1,1,0,2,A,0,0,1,1,FRIDAY,14,720,0
,449626,M,Y,315000,0,2682,Y,60.3,1,0,0,,B,0,0,2,1,MONDAY,10,599,0
,449629,M,Y,405000,1,2057,Y,38.8,1,1,0,3,A,1,1,1,0,MONDAY,16,353,0
,449631,F,N,85500,0,1580,Y,53.8,1,0,0,,A,0,0,0,0,WEDNESDAY,15,641,0
,449632,F,N,270000,0,1924,Y,44,1,1,0,2,A,0,0,4,12,SATURDAY,16,633,0
,449635,F,Y,126000,0,1749,Y,42.6,1,1,0,2,A,0,0,4,0,SUNDAY,15,330,0
,449639,M,N,45000,0,1184,N,29.9,1,1,1,1,A,0,0,,0,MONDAY,9,399,0
,449640,F,N,117000,0,1496,N,62.1,1,0,0,,A,0,0,,0,FRIDAY,10,383,1
,449648,M,Y,45000,0,1491.34,Y,30.8,1,1,1,2,A,0,1,,10,SATURDAY,9,279,1
,449650,F,N,148500,2,1273,Y,37.1,1,1,0,4,B,0,0,2,0,FRIDAY,9,609,0
,449655,F,N,112500,0,1658,Y,38.2,1,1,0,,A,0,0,0,11,MONDAY,13,299,1
,449661,F,Y,315000,0,3032,Y,48.9,1,1,0,,A,0,0,5,0,FRIDAY,13,787,0
,449664,F,N,157500,0,2292,N,43.3,1,1,0,,A,0,0,13,0,SATURDAY,16,693,0
,449665,F,N,157500,0,1169,N,40.8,1,1,0,1,A,0,0,1,0,FRIDAY,10,713,0
,449666,F,N,135000,0,1759,Y,39.2,1,1,0,,A,0,0,5,10,TUESDAY,8,735,0
,449669,F,N,72000,0,1296,N,45.3,1,0,0,,A,0,0,4,0,MONDAY,16,321,1
,449671,F,N,90000,0,1547,Y,45.4,1,1,0,,A,0,0,0,0,MONDAY,10,608,0
,449675,F,N,540000,0,1656,N,38.5,1,1,0,1,A,0,0,0,0,WEDNESDAY,14,728,0
,449677,M,Y,112500,0,1511.67,Y,37,1,1,0,2,A,0,0,3,0,FRIDAY,14,607,0
,449682,F,N,90000,0,1504,Y,60.4,1,0,0,,A,0,0,20,5,TUESDAY,12,705,0
,449685,F,Y,247500,0,1645,N,53.9,1,1,1,1,A,1,1,2,0,MONDAY,12,707,0
,449686,F,N,135000,2,1397,N,39.4,1,1,1,3,A,0,1,0,0,SUNDAY,14,737,0
,449688,F,N,135000,0,1498,N,56.5,1,1,0,1,A,0,0,5,2,SATURDAY,9,380,0
,449691,F,Y,270000,0,2676,Y,43.1,1,1,0,,A,0,0,1,8,MONDAY,18,531,0
,449692,F,N,252000,1,1944,N,32.2,1,1,0,,A,0,0,2,0,TUESDAY,9,704,0
,449693,M,Y,450000,0,1843.74,Y,38.5,1,1,1,,A,0,0,3,8,TUESDAY,13,683,0
,449700,F,N,112500,0,1667,N,47.2,1,1,0,1,A,0,0,2,1,THURSDAY,10,611,0
,449704,F,Y,202500,0,1259,Y,41.9,1,1,1,,A,0,0,2,0,TUESDAY,10,570,0
,449707,F,N,225000,0,1958,N,26.3,1,1,1,1,A,1,1,1,0,MONDAY,13,521,0
,449709,M,N,120000,0,1506,N,29.4,1,1,1,1,A,1,1,1,9,TUESDAY,16,606,0
,449718,M,Y,157500,0,1724,N,42.3,1,1,0,,A,0,1,2,0,THURSDAY,10,635,0
,449719,F,Y,202500,0,1298,Y,60.4,1,1,0,,A,0,0,5,0,TUESDAY,17,605,0
,449721,M,N,65250,0,959,Y,65,1,1,1,2,A,0,0,0,0,MONDAY,12,650,0
,449723,F,N,202500,0,1798,Y,59.1,1,1,0,,A,0,0,2,0,SATURDAY,16,688,0
,449725,F,Y,153000,0,1899,Y,47.4,1,1,0,2,A,0,1,,0,THURSDAY,10,636,0
,449729,F,N,112500,1,1330,Y,51.2,1,1,0,,A,0,0,3,0,TUESDAY,14,646,0
,449738,F,Y,202500,0,1804,Y,49.1,1,1,0,2,B,0,0,2,6,SATURDAY,9,618,0
,449743,F,N,112500,0,1374,Y,48,1,1,0,2,A,0,1,0,0,MONDAY,18,420,0
